permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/cardiodiagnostics,CardioDiagnostics,http://cardiodiagnostix.com,Medical,540000,operating,USA,DE,"Wilmington, Delaware",Wilmington,1,,23-11-2015,23-11-2015
/organization/cardiodx,CardioDx,http://www.cardiodx.com,Biotechnology|Health Diagnostics,268990356,operating,USA,CA,SF Bay Area,Palo Alto,9,01-01-2004,21-07-2006,03-07-2015
/organization/cardiodynamics-international,Cardiodynamics International,http://www.cardiodynamics.com,,3300000,operating,USA,CA,San Diego,San Diego,1,01-01-1980,10-12-1999,10-12-1999
/organization/cardiofocus,CardioFocus,http://www.cardiofocus.com,Biotechnology,86872388,operating,USA,MA,Boston,Marlborough,6,01-01-1990,15-06-2009,07-01-2015
/organization/cardiogen-sciences,CardioGen Sciences,,Biotechnology|Genetic Testing|Medical,526000,acquired,USA,CA,SF Bay Area,Palo Alto,1,,06-11-2014,06-11-2014
/organization/cardiogenics,CardioGenics,http://cardiogenics.com,Biotechnology,4630575,operating,TUR,17,Ã‡an,Çan,2,01-01-1997,31-07-2009,09-02-2011
/organization/cardioinsight-technologies,CardioInsight Technologies,http://www.cardioinsight.com,Health Care,36050344,acquired,USA,OH,Cleveland,Cleveland,7,01-01-2006,26-02-2008,11-11-2013
/organization/cardiokine,Cardiokine,http://www.cardiokine.com,Biotechnology,37000000,acquired,USA,PA,Philadelphia,Philadelphia,1,,13-04-2004,13-04-2004
/organization/cardiokinetix,CardioKinetix,http://www.cardiokinetix.com,Health and Wellness|Health Care|Medical Devices,135500000,operating,USA,CA,SF Bay Area,Menlo Park,5,01-01-2003,15-07-2008,08-12-2014
/organization/cardiola,Cardiola,http://www.cardiola.com/home.html/?L=1,Biotechnology,6000000,operating,CHE,25,Zurich,Winterthur Töss,2,01-01-2000,09-04-2009,18-11-2009
/organization/cardiologs,CardioLogs,http://www.cardiologs.com/,Health Care,300000,operating,FRA,A8,Paris,Paris,2,03-04-2014,03-03-2014,09-07-2014
/organization/cardiome-pharma,Cardiome Pharma,http://cardiome.com,Biotechnology,29214350,closed,CAN,BC,Vancouver,Vancouver,1,,11-03-2014,11-03-2014
/organization/cardiomems,CardioMEMS,http://www.cardiomems.com,Health Care|Medical Devices,232601872,acquired,USA,GA,Atlanta,Atlanta,10,01-01-2001,01-07-2001,16-09-2010
/organization/cardiomind,CardioMind,http://www.cardiomind.com,Biotechnology,55000000,closed,USA,CA,SF Bay Area,Sunnyvale,2,01-01-2003,03-07-2007,31-03-2008
/organization/cardion,Cardion,,Bio-Pharm,11269243,operating,DEU,7,DEU - Other,Erkrath,1,01-01-1996,23-09-2002,23-09-2002
/organization/cardionet,CardioNet,http://www.cardionet.com,Enterprise Software|Health Care,123000000,ipo,USA,PA,Philadelphia,Conshohocken,2,01-01-1999,13-01-2003,26-03-2007
/organization/cardionomic,Cardionomic,http://cardionomicinc.com/,,20000000,operating,USA,MN,Minneapolis,Forest Lake,1,,26-10-2015,26-10-2015
/organization/cardiooptics,CardioOptics,http://www.cardio-optics.com/,Health Care|Medical Devices|Services,22000000,closed,USA,MA,Boston,Wilmington,2,,03-10-2002,14-12-2005
/organization/cardiophotonics,CardioPhotonics,,Biotechnology,300000,operating,USA,CT,CT - Other,Bethany,1,01-01-2009,10-02-2010,10-02-2010
/organization/cardiorobotics,Cardiorobotics,http://www.cardiorobotics.com,Health Care,27205437,operating,USA,MA,MA - Other,Raynham,5,01-01-2005,15-09-2009,16-05-2011
/organization/cardioscout,CardioScout,,,-,closed,,,,,1,,02-07-2013,02-07-2013
/organization/cardiosolutions,Cardiosolutions,http://www.cardiosolutionsinc.com,Health Care,18300000,operating,USA,MA,New Bedford,West Bridgewater,3,01-01-2006,26-09-2007,10-07-2012
/organization/cardiosonic,Cardiosonic,http://www.cardiosonic.es,Health Care|Pets,6100000,operating,ESP,29,Madrid,Madrid,1,01-01-2009,07-12-2012,07-12-2012
/organization/cardiostrong,Cardiostrong,http://www.cardiostrong.co/,Fitness|Health and Wellness|Health Care|Personal Health,-,operating,USA,IA,Cedar Rapids,Iowa City,1,03-10-2013,10-09-2013,10-09-2013
/organization/cardiovascular-decisions,Cardiovascular Decisions,,Biotechnology,800000,operating,USA,MN,"Rochester, Minnesota",Rochester,1,01-01-2009,18-10-2009,18-10-2009
/organization/cardiovascular-provider-resource-holdings,Cardiovascular Provider Resource Holdings,http://www.heartplace.com,,-,operating,USA,TX,Dallas,Dallas,1,,16-02-1996,16-02-1996
/organization/cardiovascular-simulation,Cardiovascular Simulation,http://www.cvsim.com,Software,11795000,closed,,,,,3,,02-07-2009,14-06-2010
/organization/cardiovascular-systems,Cardiovascular Systems,http://www.csi360.com,Biotechnology|Medical Devices,15000000,ipo,USA,MN,Minneapolis,Saint Paul,2,01-01-1989,13-12-2010,12-03-2013
/organization/cardiovascular-systems-incorporated,Cardiovascular Systems,http://www.csi360.com/,Medical Devices,11220000,ipo,USA,MN,MN - Other,South Saint Paul,1,,09-01-2008,09-01-2008
/organization/cardiovate,Cardiovate,http://www.cardiovate.com/home.html,,-,closed,,,,,1,01-01-2012,01-01-2013,01-01-2013
/organization/cardiovip,CardioVIP,http://cardiovip.com,Biotechnology,5844999,operating,USA,TX,Houston,Sugar Land,1,,23-04-2013,23-04-2013
/organization/cardiowise,Cardiowise,http://www.cardiowiseinc.com/,Medical,-,operating,USA,AR,Fayetteville,Fayetteville,1,31-12-2011,15-05-2012,15-05-2012
/organization/cardiox,CardiOx,http://cardiox.com,Biotechnology,14511774,operating,USA,OH,"Columbus, Ohio",Dublin,8,01-01-1996,07-11-2008,07-04-2014
/organization/cardioxyl-pharmaceuticals,Cardioxyl Pharmaceuticals,http://www.cardioxyl.com,Biotechnology,66500000,acquired,USA,NC,Raleigh,Chapel Hill,4,01-01-2005,06-12-2006,13-11-2012
/organization/cardium-therapeutics,Cardium Therapeutics,http://www.cardiumthx.com,Biotechnology|Pharmaceuticals,750000,ipo,USA,CA,San Diego,San Diego,1,,11-06-2009,11-06-2009
/organization/cardiva-medical,Cardiva Medical,http://www.cardivamedical.com,Health Care,32930335,operating,USA,CA,SF Bay Area,Sunnyvale,3,01-07-2002,19-03-2013,12-08-2014
/organization/cardize,Cardize,http://www.cardize.me,Contact Management|Mobile,1200000,operating,USA,NY,New York City,New York,1,01-03-2012,04-03-2013,04-03-2013
/organization/cardkill,CardKill,http://www.cardkill.com/,Software,-,operating,,,,,1,,01-02-2014,01-02-2014
/organization/cardley,Cardley,http://cardley.com/,Financial Services,-,operating,USA,IL,Chicago,Chicago,1,01-10-2012,15-07-2013,15-07-2013
/organization/cardlytics,Cardlytics,http://www.Cardlytics.com,Advertising,143000000,operating,USA,GA,Atlanta,Atlanta,3,01-01-2008,08-09-2011,29-10-2014
/organization/cardmunch,CardMunch,http://www.cardmunch.com,Android|Business Services|Contact Management|Crowdsourcing|iPhone|Mobile,-,acquired,USA,CA,SF Bay Area,Mountain View,1,01-01-2009,01-12-2009,01-12-2009
/organization/cardo-medical,Cardo Medical,http://www.cardomedical.com,Biotechnology,6215250,ipo,USA,CA,Los Angeles,Beverly Hills,1,01-05-2007,27-10-2009,27-10-2009
/organization/cardoc,Cardoc,http://cardoc.co.kr,Automotive|Cars|Marketplaces,800000,operating,KOR,13,Seongnam,Seongnam,2,10-01-2014,01-02-2014,01-04-2014
/organization/cardomain-network,CarDomain Network,http://www.cardomain.com,Auto|Automotive|Cars|Social Network Media,3000000,acquired,USA,WA,Seattle,Seattle,1,01-09-1999,29-06-2007,29-06-2007
/organization/cardoz,Cardoz,,Biotechnology,17592449,operating,SWE,26,Stockholm,Stockholm,1,01-01-2006,16-09-2010,16-09-2010
/organization/cardpool,Cardpool,http://www.cardpool.com,Curated Web|E-Commerce|Gift Card,-,acquired,USA,CA,SF Bay Area,San Francisco,2,01-01-2009,01-01-2009,01-01-2010
/organization/cards-off,Cards Off,http://www.cardsoff.fr/,Security,-,operating,FRA,A8,Paris,Paris,1,,13-10-2009,13-10-2009
/organization/cardshark-poker-products,CardShark Poker Products,http://www.mycardshark.com,Games,-,operating,GBR,H5,Loughborough,Loughborough,1,,09-11-2010,09-11-2010
/organization/cardspring,CardSpring,http://cardspring.com,E-Commerce,10000000,acquired,USA,CA,SF Bay Area,San Francisco,2,,04-05-2011,31-01-2012
/organization/cardstar,CardStar,http://www.cardstar.com,Android|App Marketing|CRM|iPhone|Mobile Commerce|Software,2030882,acquired,USA,MA,Boston,Boston,4,01-12-2008,01-12-2008,13-09-2011
/organization/cardtapp,CardTapp,http://cardtapp.com/,Software,1900000,operating,USA,WA,Seattle,Bellevue,1,01-01-2013,01-12-2015,01-12-2015
/organization/cardtronic,Cardtronic,http://www.cardtronics.com,Business Services|Finance,75000000,ipo,USA,TX,Houston,Houston,1,01-01-1993,08-03-2005,08-03-2005
/organization/care-24-7,Care 24/7,https://www.care-24-7.com/,Health Care|Hospitals,250000,operating,USA,TN,Knoxville,Knoxville,1,01-01-2013,01-06-2015,01-06-2015
/organization/care-and-share-associates,Care and Share Associates,http://www.casaltd.com,Enterprise Software|Franchises|Health Care,324656,operating,GBR,I7,Newcastle,Newcastle Upon Tyne,1,,20-05-2011,20-05-2011
/organization/care-at-hand,Care at Hand,http://www.careathand.com,Health and Wellness|Health Care Information Technology|Mobile Enterprise|Mobile Health,1910000,operating,USA,CA,SF Bay Area,San Francisco,3,01-01-2011,01-06-2012,14-08-2015
/organization/care-com,Care.com,http://www.care.com,Curated Web|Customer Service|Tutoring,110800000,ipo,USA,MA,Boston,Waltham,6,01-10-2006,01-11-2006,07-07-2012
/organization/care-current,Feather,http://www.joinfeather.com,Elder Care|Service Providers|Software,25000,closed,,,,,1,04-05-2015,04-05-2015,04-05-2015
/organization/care-it,Care IT,http://care.it,,-,operating,USA,SC,Greenville - Spartanburg,Spartanburg,1,,19-09-2013,19-09-2013
/organization/care-monster,Care Monster,http://www.caremonster.com,Hospitals,150000,operating,USA,OR,OR - Other,Beavercreek,1,01-01-2013,17-06-2015,17-06-2015
/organization/care-n-share,Care-n-Share,http://www.care-n-share.com,,-,operating,USA,OH,Cleveland,Cleveland,1,,01-01-2011,01-01-2011
/organization/care-team-connect,Care Team Connect,http://careteamconnect.com,Curated Web,8832393,acquired,USA,IL,Chicago,Evanston,3,01-01-2008,16-09-2011,01-06-2013
/organization/care-thread,Care Thread,http://www.carethread.com,Health Care|Messaging,525000,operating,USA,RI,Providence,Providence,1,01-09-2011,01-04-2013,01-04-2013
/organization/care1-urgent-care,Care1 Urgent Care,http://www.care1uc.com,Medical,60000,operating,USA,PA,PA - Other,Mill Hall,1,01-05-2013,09-02-2014,09-02-2014
/organization/care24,Care24,http://care24.co.in/,,350000,operating,IND,16,Mumbai,Mumbai,1,01-01-2014,27-10-2015,27-10-2015
/organization/care2manage,Care2Manage,http://www.caretomanage.com/,Elder Care|Mobile,30000,operating,USA,TN,Memphis,Memphis,1,08-12-2012,01-09-2014,01-09-2014
/organization/carebase,Carebase,http://www.carebase.net,Health Care|Healthcare Services,8453342,operating,GBR,J7,,,1,,14-05-2010,14-05-2010
/organization/carecam-health-systems,CareCam Health Systems,http://www.carecamhealthsystems.com,Software,12600000,operating,USA,PA,Philadelphia,Conshohocken,3,01-01-2005,08-05-2012,07-11-2014
/organization/carecentrix,CareCentrix,http://www.carecentrix.com,Health and Wellness,-,operating,USA,CT,Hartford,East Hartford,1,01-01-1996,20-09-2011,20-09-2011
/organization/carecloud,CareCloud,http://www.carecloud.com,Electronic Health Records|Health and Wellness|Software,98772385,operating,USA,FL,Miami,Miami,7,05-01-2009,19-01-2010,31-07-2015
/organization/carecord,Carecord,http://www.carecord.com,Wireless,32986,operating,,,,,1,14-11-2009,31-10-2012,31-10-2012
/organization/carecube,CareCube,http://www.carecube.com.au/,Analytics|Business Development|Software,-,operating,AUS,7,Melbourne,Melbourne,1,01-09-2015,19-09-2015,19-09-2015
/organization/caredox,CareDox,http://www.caredox.com,Health and Wellness|Parenting,6139494,operating,USA,CA,SF Bay Area,Palo Alto,4,01-10-2010,25-04-2011,11-08-2015
/organization/careem,Careem,http://careem.com,Public Transportation|Transportation,71700000,operating,ARE,3,Dubai,Dubai,3,15-06-2012,09-09-2013,10-11-2015
/organization/career-athletes,Athlete Network,http://athletenetwork.com,Brand Marketing|Internet,1300000,operating,USA,KS,Kansas City,Kansas City,3,01-01-2014,28-10-2008,23-11-2011
/organization/career-dean,Career Dean,,,-,operating,,,,,1,,16-03-2014,16-03-2014
/organization/career-element,Career Element,http://www.careerelement.com,Curated Web|Employment|Search,100000,closed,USA,CA,SF Bay Area,Palo Alto,1,,01-01-2010,01-01-2010
/organization/career-town-network,Career Town Network,http://www.careertown.net,Consulting|Recruiting,350000,operating,USA,OH,"Columbus, Ohio",Columbus,1,04-04-2011,17-12-2014,17-12-2014
/organization/careerdean,CareerDean,http://CareerDean.com,All Students|Career Management|Professional Networking|Universities,1200000,operating,USA,CA,SF Bay Area,San Mateo,1,,11-05-2015,11-05-2015
/organization/careerflo,Careerflo,http://www.Careerflo.com,Human Resources|Recruiting|SaaS|Software|Staffing Firms,100000,operating,USA,CA,San Diego,San Diego,1,01-01-2013,01-01-2013,01-01-2013
/organization/careerfoundry,CareerFoundry,http://www.careerfoundry.com,Career Management|EdTech|Education|Teachers,1339211,operating,DEU,16,Berlin,Berlin,2,01-07-2013,31-01-2014,24-06-2015
/organization/careerimp,CareerImp,http://careerimp.com,Employment|Semantic Web|Technology,25000,closed,USA,PA,Pittsburgh,Pittsburgh,1,01-01-2010,22-10-2010,22-10-2010
/organization/careerise,Careerise,http://careerise.me,Career Management|Employment|Social Media,-,operating,EGY,8,Cairo,Gîza,1,01-01-2010,01-10-2011,01-10-2011
/organization/careerminds-group,Careerminds Group,http://www.careerminds.com,Consulting,2085000,operating,USA,DE,"Wilmington, Delaware",Hockessin,2,,09-09-2010,04-05-2011
/organization/careers360,Careers360,http://www.careers360.com/,Education,-,operating,IND,7,Delhi,Delhi,1,01-01-2008,16-06-2014,16-06-2014
/organization/careersmore-com,Jobstore.com,http://www.Jobstore.com,Analytics|Recruiting|Search|Social Media,500000,operating,USA,NY,New York City,New York,1,01-11-2013,01-09-2013,01-09-2013
/organization/careerstarter,TalentGrade,http://www.talentgrade.com,Career Management|Employment|Human Resources|Recruiting,450000,operating,USA,IN,Indianapolis,Indianapolis,2,01-10-2012,01-01-2013,15-02-2013
/organization/carefamily,CareFamily,http://carefamily.com,Biotechnology,1325000,operating,USA,VA,Norfolk - Virginia Beach,Virginia Beach,2,01-01-2010,13-01-2012,02-10-2013
/organization/careflash,CareFlash,http://www.careflash.com,Social Media,600000,operating,USA,TX,Austin,Austin,1,01-05-2007,01-08-2007,01-08-2007
/organization/carefx,Carefx,http://www.carefx.com,Health and Wellness,25053750,acquired,USA,AZ,Phoenix,Scottsdale,4,,18-07-2003,18-03-2010
/organization/caregain,CareGain,http://www.caregain.com,Software,6800000,acquired,USA,NJ,NJ - Other,Plainsboro,1,01-01-2001,10-06-2004,10-06-2004
/organization/caregivers,Caregivers,http://www.caregiversinc.net,Assisted Living|Elder Care|Health and Wellness,2700000,operating,USA,TN,Nashville,Nashville,2,01-01-1998,02-03-2010,07-09-2011
/organization/careguide,CareGuide,http://careguide.com,Child Care|Elder Care|Home Owners|Pets,5571919,operating,CAN,ON,Toronto,Toronto,4,01-01-2013,01-01-2013,30-06-2015
/organization/carehubs,CareHubs,http://carehubs.com,Collaboration|Health Care|Medical|Social Network Media,-,operating,USA,OR,"Portland, Oregon",Beaverton,1,,04-04-2012,04-04-2012
/organization/careinsync,CareinSync,http://www.careinsync.com,Software,2600000,acquired,USA,CA,SF Bay Area,Santa Clara,3,01-01-2012,06-06-2012,07-08-2013
/organization/carekinesis,CareKinesis,http://www.carekinesis.com,Health Care,7000000,operating,USA,NJ,NJ - Other,Moorestown,3,01-01-2010,11-10-2010,12-09-2013
/organization/careland,Careland,http://www.careland.com.cn,Public Transportation|Transportation,42000000,operating,CHN,30,Shenzhen,Shenzhen,3,01-01-1997,01-12-2006,09-10-2014
/organization/careledger,CareLedger,http://www.careledger.com,Health Care,-,operating,,,,,1,27-05-2015,01-09-2015,01-09-2015
/organization/carelinx,CareLinx,http://www.carelinx.com,Elder Care|Healthcare Services|Marketplaces|Senior Citizens|Senior Health,5000000,operating,,,,,2,01-12-2011,01-04-2012,06-05-2015
/organization/carelulu,CareLuLu,http://www.CareLuLu.com,Child Care|Curated Web|Education,1700000,operating,USA,CA,SF Bay Area,San Francisco,1,01-01-2013,01-11-2014,01-11-2014
/organization/caremaker,CAREMAKER,http://caremaker.com,Apps|Crowdfunding|E-Commerce|Nonprofits|Project Management,-,operating,DNK,19,Aalborg,Aalborg,1,10-05-2012,01-03-2015,01-03-2015
/organization/caremerge,Caremerge,http://www.caremerge.com,Enterprise Software|Health and Wellness|Hospitals|Senior Citizens,6100000,operating,USA,IL,Chicago,Chicago,2,01-12-2010,11-07-2013,06-01-2015
/organization/caremessage,CareMessage,http://caremessage.org,Health and Wellness|Health Care|Mobile Health,10700000,operating,,,,,4,01-07-2012,01-01-2013,22-01-2015
/organization/caremondo,Caremondo,https://caremondo.com,Health Care|Marketplaces|Travel & Tourism,-,operating,DEU,2,Munich,Munich,2,01-01-2014,31-03-2015,11-11-2015
/organization/caremonkey,CareMonkey,http://www.caremonkey.com,Electronic Health Records|Health and Wellness,697428.6343,operating,AUS,7,Melbourne,Richmond,1,22-10-2013,13-11-2015,13-11-2015
/organization/carena,Carena,http://www.carenamd.com,Health Care,33129450,operating,USA,WA,Seattle,Seattle,5,01-01-2000,18-06-2010,04-06-2015
/organization/careone,CareOne,http://care-one.com,Health Care,1300000,operating,USA,NJ,Newark,Fort Lee,1,,06-08-2014,06-08-2014
/organization/careparent,CareParent,,Health and Wellness,6000000,operating,USA,CA,SF Bay Area,Palo Alto,1,,31-07-2007,31-07-2007
/organization/carepartners-plus,CarePartners Plus,http://carepartnersplus.com,Health Care,1657428,operating,USA,PA,Philadelphia,Horsham,2,,05-06-2009,05-03-2012
/organization/carepayment,CarePayment,https://www.carepayment.com,Finance|Health Care|Hospitals,60000000,ipo,USA,OR,"Portland, Oregon",Portland,1,01-01-2004,13-05-2014,13-05-2014
/organization/carepeutics,Carepeutics,,Biotechnology,500000,operating,USA,WA,Seattle,Seattle,1,01-01-2009,11-08-2011,11-08-2011
/organization/carepoint-health,CarePoint Health,http://www.carepointhealth.org/,Health Care,375000,operating,USA,NJ,Newark,Bayonne,1,01-01-2007,25-08-2014,25-08-2014
/organization/carepoint-partners,CarePoint Partners,http://www.carepointpartners.com,Biotechnology|Networking|Software|Therapeutics,27000000,acquired,USA,OH,Cincinnati,Cincinnati,1,01-03-1999,19-01-2011,19-01-2011
/organization/carepoint-solutions,CarePoint Solutions,http://carepointsolutions.com,Biotechnology,214448,operating,USA,MA,Worcester,Clinton,1,01-01-2012,13-07-2012,13-07-2012
/organization/careport-health,Careport Health,http://www.careporthealth.com,Finance|Health and Wellness,3130000,operating,USA,MA,Boston,Boston,4,01-01-2012,23-08-2012,01-06-2015
/organization/carepredict,CarePredict,http://carepredict.com,Fitness|Health and Wellness,1000000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,1,01-01-2013,11-05-2015,11-05-2015
/organization/carepro-inc-,"Carepro, Inc.",http://carepro.co.jp/,,-,operating,,,,,1,01-12-2007,21-11-2014,21-11-2014
/organization/carerix,Carerix,http://www.carerix.com,Recruiting,-,operating,NLD,11,The Hague,Delft,1,01-01-2004,01-10-2011,01-10-2011
/organization/careshare,CareShare,http://www.careshare.co/,Health Care,64000,operating,,,,,1,01-01-2011,03-01-2012,03-01-2012
/organization/caresimply,CareSimply,http://www.caresimply.com,Curated Web|Health Care,-,closed,USA,CA,SF Bay Area,San Francisco,1,01-01-2012,01-11-2012,01-11-2012
/organization/carespotter,CareSpotter,http://www.carespotter.com,Elder Care|Families|Services,-,operating,,,,,1,,09-08-2013,09-08-2013
/organization/carestream-health,Carestream,http://www.carestream.com,Biotechnology,2400000000,operating,USA,NY,"Rochester, New York",Rochester,1,01-01-2007,12-06-2013,12-06-2013
/organization/caresync,CareSync,http://caresync.com/ccm,Curated Web|Health and Wellness|Health Care Information Technology|Healthcare Services|mHealth,23000000,operating,USA,FL,Tampa,Wesley Chapel,3,01-10-2011,21-10-2014,07-10-2015
/organization/caretechsys,Care Technology Systems,http://caretechsys.com,Health Care,980000,operating,USA,TN,Nashville,Nashville,2,01-01-2010,01-05-2012,18-07-2013
/organization/caretosave,CareToSave,http://caretosave.me,Clean Energy|Consumer Electronics|Education|Gamification|Hardware + Software|Kids,27000,operating,NLD,7,Amsterdam,Amsterdam,1,06-03-2014,15-01-2014,15-01-2014
/organization/caretree,CareTree,http://www.caretree.me/,Collaboration|Health Care,-,operating,USA,IL,Chicago,Chicago,1,01-07-2012,22-02-2013,22-02-2013
/organization/carevature-medical-north-america,vindenmed,,Health and Wellness|Health Care|Medical|Medical Devices,30000,operating,USA,TX,Dallas,Coppell,1,01-01-2011,28-08-2014,28-08-2014
/organization/careview-communications,CareView Communications,http://www.care-view.com,Web Hosting,47559361,operating,USA,TX,Dallas,Lewisville,6,,04-08-2010,26-02-2015
/organization/carewell-urgent-care,CareWell Urgent Care,,Families|Health and Wellness|Healthcare Services,18000000,operating,,,,,2,,09-07-2012,08-03-2013
/organization/carewire,CareWire,http://www.carewireinc.com,Health and Wellness|Health Care|Hospitals|Messaging,-,operating,USA,MN,Minneapolis,Excelsior,1,01-01-2011,04-04-2012,04-04-2012
/organization/carex-sa,CareX SA,http://www.carex.fr/,Biotechnology,32000000,closed,FRA,C1,Strasbourg,Strasbourg,1,,08-03-2004,08-03-2004
/organization/carextend,CareXtend,http://www.carextend.com,Health and Wellness|Health Care|Marketplaces,2210332,operating,USA,IL,Chicago,Chicago,2,22-08-2012,12-04-2013,01-04-2014
/organization/carfin,CarFin,http://car-fin.ru/,Banking|Cars|Credit|Finance,250000,operating,RUS,,,,2,01-02-2012,11-10-2012,03-05-2013
/organization/carglass-inc,"CarGlass, Inc.",http://www.carglassapp.com,Automotive|Content Discovery|Machine Learning|News|Podcast,1000000,operating,USA,CA,SF Bay Area,Palo Alto,2,12-05-2014,,22-10-2014
/organization/cargo-air-lines,CAL Cargo Airlines,http://www.cal-cargo.com/,Public Transportation,8000000,operating,ISR,2,Tel Aviv,Lod,1,01-01-1976,15-08-2010,15-08-2010
/organization/cargo-chief,Cargo Chief,https://www.cargochief.com,,10000000,operating,USA,CA,SF Bay Area,Mountain View,1,29-05-2012,08-09-2015,08-09-2015
/organization/cargo-cult-solutions,Cargo Cult Solutions,http://cargocultsolutions.com,Software,152206,operating,GBR,H9,London,London,1,03-04-2010,01-04-2010,01-04-2010
/organization/cargo-io,Cargo.io,http://cargo.io,Hardware + Software,1500000,operating,GBR,R3,Belfast,Belfast,1,,02-10-2014,02-10-2014
/organization/cargobase,Cargobase,http://www.cargobase.com,Logistics,450000,operating,SGP,,Singapore,Singapore,2,30-04-2013,30-04-2013,15-09-2014
/organization/cargobr,CARGOBR,http://cargobr.com,E-Commerce,260000,operating,BRA,2,Sao Paulo,São Paulo,2,01-01-2013,25-07-2013,01-10-2013
/organization/cargoguard,CargoGuard,http://www.cargoguard.com,Manufacturing,4167020,operating,DEU,2,Munich,Munich,2,,17-12-2008,05-12-2011
/organization/cargoh-com,Cargoh.com,http://www.cargoh.com,Art|Design|E-Commerce|Events|Fashion|Film|Internet|Marketplaces|Music|Photography,-,operating,CAN,BC,Vancouver,Vancouver,1,01-11-2009,01-10-2009,01-10-2009
/organization/cargomatic,Cargomatic,http://cargomatic.com,Logistics|Public Transportation|Shipping|Transportation,10600000,operating,USA,CA,Los Angeles,Venice,2,01-01-2013,24-06-2014,29-01-2015
/organization/cargometrics-technologies,CargoMetrics Technologies,http://cargometrics.com/,Big Data Analytics|Investment Management|Startups,2144550,operating,USA,MA,Boston,Boston,1,01-01-2010,05-01-2015,05-01-2015
/organization/cargosense,CargoSense,http://cargosense.com,Analytics|Big Data|Cloud Computing|Internet of Things|Logistics|SaaS|Sensors,3500000,operating,USA,VA,"Washington, D.C.",Reston,3,05-05-2012,12-08-2014,26-08-2015
/organization/cargospotter,CargoSpotter,http://www.cargospotter.no,Big Data|Big Data Analytics|Search|Shipping,264094,operating,NOR,12,Oslo,Oslo,1,01-01-2009,01-01-2013,01-01-2013
/organization/carhood,Carhood,http://www.carhood.com.au,Cars|Parking|Peer-to-Peer,105698,operating,AUS,7,Melbourne,Melbourne,1,01-04-2014,31-10-2014,31-10-2014
/organization/carhoots-com,Carhoots.com,http://www.carhoots.com,Automotive|Cars|Marketplaces|Social Media,240000,operating,USA,CA,SF Bay Area,San Francisco,1,01-01-2012,01-06-2013,01-06-2013
/organization/carhopper,CarHopper,http://www.carhopper.co,Cars|Online Rental|Portals,100000,closed,USA,FL,Miami,Miami,1,15-03-2015,07-04-2015,07-04-2015
/organization/carhound,CarHound,http://www.carhound.com,Auctions|Automotive|Marketplaces,150000,closed,USA,CA,Los Angeles,Pasadena,1,01-04-2011,01-01-2012,01-01-2012
/organization/caribbean-beach-bar,Caribbean Beach Bar,,Entertainment,-,operating,CRI,3,CRI - Other,Puerto Viejo,1,01-06-2008,02-10-2014,02-10-2014
/organization/caribbean-telecom-partners,Caribbean Telecom Partners,,Telecommunications,6150000,operating,USA,GA,Atlanta,Marietta,1,01-01-2010,01-07-2010,01-07-2010
/organization/caribe-spectrum-holdings,Caribe Spectrum Holdings,http://caribespectrumholdings.com,Mobile,100000,operating,USA,AZ,Phoenix,Phoenix,1,,21-11-2012,21-11-2012
/organization/caribou-bay-retreat,Caribou Bay Retreat,http://www.cariboubayretreat.com,Entertainment|Games,-,operating,USA,WI,WI - Other,Coloma,1,01-06-2012,03-09-2012,03-09-2012
/organization/caribou-biosciences,Caribou Biosciences,http://www.cariboubio.com/,Biotechnology,14464846,operating,USA,CA,SF Bay Area,Berkeley,2,01-01-2011,03-10-2014,25-03-2015
/organization/caribou-coffee-company,Caribou Coffee Company,http://cariboucoffee.com,Food Processing|Hospitality|Restaurants,-,ipo,USA,MN,Minneapolis,Minneapolis,1,01-01-1992,01-06-1995,01-06-1995
/organization/caribu,Caribu,http://caribuapp.com/,Software,100000,operating,GBR,H9,London,London,1,01-01-2013,14-05-2014,14-05-2014
/organization/carigent-therapeutics,Carigent Therapeutics,,Biotechnology,2000000,operating,USA,CT,Hartford,New Haven,1,,11-12-2007,11-12-2007
/organization/cariloop,Cariloop,http://cariloop.com,Biotechnology|Health Care|Health Care Information Technology|Healthcare Services,605000,operating,USA,TX,Austin,Dallas,3,01-07-2012,13-09-2013,30-08-2015
/organization/carina-technology,Carina Technology,http://carinatek.com,Hardware + Software,1937378,operating,USA,AL,Huntsville,Huntsville,2,01-01-2003,21-01-2010,27-04-2012
/organization/caring-com,Caring.com,http://www.caring.com,Baby Boomers|Elder Care|Local Based Services|Media|Senior Health,23519998,closed,USA,CA,SF Bay Area,San Mateo,4,01-01-2007,01-09-2007,24-05-2013
/organization/caring-in-place,Caring in Place,http://caringinplace.com,Health and Wellness|Mobile|Senior Citizens,-,operating,USA,CO,Denver,Littleton,1,01-01-2013,02-04-2013,02-04-2013
/organization/caringo,Caringo,http://www.caringo.com,Software,6932079,operating,USA,TX,Austin,Austin,3,01-01-2005,04-02-2008,23-07-2014
/organization/cariocas,Cariocas,http://www.cariocas.com,Consumers,5300000,operating,USA,CA,SF Bay Area,San Francisco,1,,18-02-2003,18-02-2003
/organization/carisal,CariSal,,Chemicals|Manufacturing|Service Providers,50000000,operating,,,,,1,01-01-2005,21-08-2008,21-08-2008
